Plasmid	End1	End2	Chromosome	Start	End	Length
VTP36903	b1	g1	chromosome_2	7241147	7272375	31229
VTP36922	g1	b1	chromosome_6	5913688	5946384	32697
VTP36937	g1	b1	chromosome_12	2715337	2752833	37497
VTP36939	b1	g1	chromosome_12	728718	770204	41487
VTP36942	b1	g1	chromosome_9	7123655	7166790	43136
VTP36945	b1	g1	chromosome_6	7726673	7763517	36845
VTP36947	g1	b1	chromosome_8	234903	271331	36429
VTP36954	g1	b1	chromosome_13	940331	976908	36578
VTP36955	b1	g1	chromosome_12	685452	906004	220553
VTP36957	b1	g1	chromosome_9	1917140	1950567	33428
VTP36960	g1	b1	chromosome_16	2829020	2857835	28816
VTP36963	b1	g1	chromosome_17	2052679	2087692	35014
VTP36970	g1	b1	chromosome_4	210867	245324	34458
VTP36973	g1	b1	chromosome_3	5368806	5405935	37130
VTP36974	g1	b1	chromosome_16	6047356	6082130	34775
VTP36976	g1	b1	chromosome_2	1977277	2017588	40312
VTP36977	g1	b1	chromosome_16	6021574	6062803	41230
VTP36978	b1	g1	chromosome_6	4176649	4215458	38810
VTP36980	g1	b1	chromosome_12	3998131	4028644	30514
VTP36987	b1	g1	chromosome_6	3743074	3780766	37693
VTP36988	g1	b1	chromosome_2	3090812	3112767	21956
VTP36989	g1	b1	chromosome_3	8912149	8951042	38894
VTP36993	g1	b1	chromosome_9	1136741	1170292	33552
VTP36999	b1	g1	chromosome_14	2918097	2948241	30145
VTP37002	g1	b1	chromosome_14	2562269	2595126	32858
VTP37003	b1	g1	chromosome_16	4576472	4612026	35555
VTP37005	b1	g1	chromosome_10	3907277	3947524	40248
VTP37007	g1	b1	scaffold_22	125157	159681	34525
VTP37010	b1	g1	chromosome_12	6815063	6879614	64552
VTP37018	g1	b1	chromosome_10	4270997	4317767	46771
VTP37019	g1	b1	chromosome_14	744592	785695	41104
VTP37021	g1	b1	chromosome_9	5404028	5444168	40141
VTP37035	g1	b1	chromosome_2	5328037	5361914	33878
VTP37039	b1	g1	chromosome_2	1351012	1389567	38556
VTP37042	b1	g1	chromosome_2	8198011	8236894	38884
VTP37043	b1	g1	chromosome_10	3570554	3602552	31999
VTP37045	b1	g1	chromosome_3	2341168	2378694	37527
VTP37046	b1	g1	chromosome_8	1074814	1111644	36831
VTP37049	b1	g1	chromosome_17	3864030	3904706	40677
VTP37050	b1	g1	chromosome_6	4132423	4164427	32005
VTP37052	g1	b1	chromosome_14	3901623	3940604	38982
VTP37056	g1	b1	chromosome_8	3981440	4016229	34790
VTP37068	b1	g1	chromosome_17	4930664	4969151	38488
VTP37070	b1	g1	chromosome_12	6121244	6154643	33400
VTP37081	g1	b1	chromosome_12	4525241	4566690	41450
VTP37084	b1	g1	chromosome_1	2851114	2889768	38655
VTP37090	b1	g1	chromosome_3	6950461	6951731	1271
VTP37099	g1	b1	chromosome_7	6119044	6153282	34239
VTP37101	b1	g1	chromosome_4	795899	836699	40801
VTP37103	b1	g1	chromosome_8	4082694	4115242	32549
VTP37105	b1	g1	chromosome_10	2385871	2421258	35388
VTP37114	g1	b1	chromosome_3	468967	502010	33044
VTP37121	b1	g1	chromosome_7	5624232	5668524	44293
VTP37123	g1	b1	scaffold_18	117733	163671	45939
VTP37136	g1	b1	chromosome_1	765453	799068	33616
VTP37140	g1	b1	chromosome_2	7365746	7399840	34095
VTP37147	g1	b1	chromosome_3	4289283	4326762	37480
VTP37148	b1	g1	chromosome_10	1845406	1882269	36864
VTP37149	b1	g1	chromosome_13	1304493	1345187	40695
VTP37150	b1	g1	chromosome_3	4155623	4189997	34375
VTP37153	g1	b1	chromosome_13	4716767	4755201	38435
VTP37159	b1	g1	chromosome_6	4991362	5029073	37712
VTP37161	b1	g1	chromosome_16	5452940	5464159	11220
VTP37162	b1	g1	chromosome_12	2347473	2382934	35462
VTP37163	g1	b1	chromosome_17	4163082	4199766	36685
VTP37164	b1	g1	chromosome_3	8472081	8513267	41187
VTP37165	b1	g1	chromosome_9	2727309	2770624	43316
VTP37167	g1	b1	chromosome_14	1905191	1943666	38476
VTP37169	b1	g1	chromosome_3	7171659	7207821	36163
VTP37175	b1	g1	chromosome_16	5712557	5729998	17442
VTP37178	b1	g1	chromosome_3	3793473	3826849	33377
VTP37180	b1	g1	chromosome_6	1645256	1687113	41858
VTP37181	b1	g1	chromosome_11	2273443	2276420	2978
VTP37187	b1	g1	chromosome_7	4913711	4948062	34352
VTP37188	g1	b1	chromosome_10	268890	304880	35991
VTP37189	g1	b1	chromosome_3	8399154	8410282	11129
VTP37194	b1	g1	chromosome_10	141	23415	23275
VTP37195	g1	b1	chromosome_1	7203203	7245071	41869
VTP37196	b1	g1	chromosome_12	9564701	9600941	36241
VTP37197	b1	g1	chromosome_10	2314995	2349834	34840
VTP37199	b1	g1	chromosome_5	2753178	2788323	35146
VTP37201	g1	b1	chromosome_6	2729003	2769922	40920
VTP37202	b1	g1	chromosome_6	8067889	8100760	32872
VTP37204	g1	b1	chromosome_17	6237050	6273867	36818
VTP37205	b1	g1	chromosome_6	6919653	6952511	32859
VTP37210	g1	b1	chromosome_7	2096087	2127427	31341
VTP37212	g1	b1	chromosome_7	1896573	1929522	32950
VTP37218	b1	g1	chromosome_3	1520030	1554396	34367
VTP37219	b1	g1	chromosome_16	6759597	6795093	35497
VTP37222	g1	b1	chromosome_5	2458465	2495218	36754
VTP37223	b1	g1	chromosome_5	1997546	2047162	49617
VTP37226	g1	b1	chromosome_4	2201289	2239406	38118
VTP37227	b1	g1	chromosome_3	5990387	6025837	35451
VTP37228	b1	g1	chromosome_16	2293279	2330278	37000
VTP37229	b1	g1	chromosome_12	1256626	1297110	40485
VTP37231	b1	g1	chromosome_17	6968635	7002171	33537
VTP37232	g1	b1	chromosome_3	3291919	3328273	36355
VTP37233	g1	b1	chromosome_12	9081066	9115946	34881
VTP37234	g1	b1	chromosome_3	8997247	9031147	33901
VTP37240	g1	b1	chromosome_9	4360471	4394859	34389
VTP37242	g1	b1	chromosome_6	4947669	4980135	32467
VTP37243	g1	b1	chromosome_9	3802146	3831856	29711
VTP37247	b1	g1	chromosome_12	6878502	6914301	35800
VTP37250	g1	b1	chromosome_5	1964244	1995332	31089
VTP37251	b1	g1	chromosome_3	2073289	2108380	35092
VTP37256	b1	g1	chromosome_3	3487082	3520999	33918
VTP37260	b1	g1	chromosome_2	3117611	3170036	52426
VTP37275	b1	g1	chromosome_3	1143264	1185595	42332
VTP37280	g1	b1	chromosome_2	5235170	5272153	36984
VTP37288	g1	b1	chromosome_14	4149461	4150844	1384
VTP37289	g1	b1	chromosome_2	8063225	8068224	5000
VTP37293	b1	g1	chromosome_10	1567328	1605004	37677
VTP37294	b1	g1	chromosome_3	9139542	9177058	37517
VTP37301	g1	b1	chromosome_11	3364047	3399718	35672
VTP37305	b1	g1	chromosome_4	1998283	2037995	39713
VTP37307	b1	g1	chromosome_13	1634472	1678532	44061
VTP37309	b1	g1	chromosome_2	5498772	5533071	34300
VTP37312	g1	b1	chromosome_10	3639886	3671025	31140
VTP37314	b1	g1	chromosome_1	6935024	6973836	38813
VTP37316	b1	g1	chromosome_2	3357694	3392049	34356
VTP37318	g1	b1	chromosome_3	2190635	2230985	40351
VTP37323	b1	g1	chromosome_2	53549	99033	45485
VTP37326	b1	g1	chromosome_17	2399478	2439633	40156
VTP37327	g1	b1	chromosome_6	8509201	8544092	34892
VTP37333	g1	b1	chromosome_17	3372026	3409659	37634
VTP37336	g1	b1	chromosome_3	8799818	8839756	39939
VTP37342	g1	b1	chromosome_6	4901612	4936952	35341
VTP37349	b1	g1	chromosome_2	5851824	5881871	30048
VTP37350	b1	g1	chromosome_17	4553741	4588851	35111
VTP37351	g1	b1	chromosome_14	1286369	1319571	33203
VTP37353	b1	g1	chromosome_17	676576	714846	38271
VTP37355	b1	g1	chromosome_10	5078009	5117823	39815
VTP37358	b1	g1	chromosome_5	2177236	2216643	39408
VTP37361	b1	g1	chromosome_11	3199412	3238854	39443
VTP37362	b1	g1	chromosome_1	2292235	2330280	38046
VTP37363	b1	g1	chromosome_9	3028500	3060249	31750
VTP37364	b1	g1	chromosome_12	2045430	2080862	35433
VTP37365	g1	b1	chromosome_3	1435085	1473351	38267
VTP37366	b1	g1	chromosome_17	3192451	3226549	34099
VTP37368	b1	g1	chromosome_6	7295130	7327881	32752
VTP37387	g1	b1	chromosome_10	4039229	4080835	41607
VTP37390	b1	g1	chromosome_7	2408213	2440750	32538
VTP37397	b1	g1	chromosome_12	4996237	5042921	46685
VTP37401	g1	b1	chromosome_2	4813550	4845314	31765
VTP37402	g1	b1	chromosome_1	951117	985953	34837
VTP37403	g1	b1	chromosome_6	4160297	4199750	39454
VTP37408	g1	b1	chromosome_13	4207049	4241634	34586
VTP37409	g1	b1	chromosome_16	1974091	2006713	32623
VTP37410	g1	b1	chromosome_6	1566809	1605958	39150
VTP37414	g1	b1	chromosome_3	7708538	7740174	31637
VTP37415	b1	g1	chromosome_16	2534319	2570980	36662
VTP37418	g1	b1	chromosome_7	2801596	2840320	38725
VTP37422	g1	b1	chromosome_13	5121771	5162047	40277
VTP37423	b1	g1	chromosome_16	1988301	2029131	40831
VTP37425	g1	b1	chromosome_3	1083852	1107509	23658
VTP37426	b1	g1	chromosome_1	932694	967781	35088
VTP37429	g1	b1	chromosome_11	688001	722250	34250
VTP37431	b1	g1	chromosome_17	1269027	1310178	41152
VTP37433	g1	b1	chromosome_9	2000589	2039087	38499
VTP37434	b1	g1	chromosome_1	7004534	7041053	36520
VTP37435	b1	g1	chromosome_9	1293090	1326536	33447
VTP37436	b1	g1	chromosome_3	1789602	1828207	38606
VTP37437	g1	b1	chromosome_12	3804172	3838234	34063
VTP37438	b1	g1	chromosome_15	1315498	1350401	34904
VTP37442	g1	b1	chromosome_6	2113807	2157519	43713
VTP37443	b1	g1	chromosome_1	5585026	5612841	27816
VTP37452	b1	g1	chromosome_12	8441338	8475086	33749
VTP37461	b1	g1	chromosome_3	6171764	6205365	33602
VTP37462	b1	g1	chromosome_10	583151	617762	34612
VTP37463	g1	b1	chromosome_9	2485302	2517867	32566
VTP37465	g1	b1	chromosome_12	3341298	3378834	37537
VTP37479	g1	b1	scaffold_18	179671	214478	34808
VTP37483	g1	b1	chromosome_4	1335057	1370525	35469
VTP37488	g1	b1	chromosome_3	8468103	8501601	33499
VTP37490	g1	b1	chromosome_3	2116538	2149510	32973
VTP37499	b1	g1	chromosome_9	2201053	2241593	40541
VTP37501	g1	b1	chromosome_6	1728579	1766615	38037
VTP37502	g1	b1	chromosome_3	6400527	6441574	41048
VTP37508	g1	b1	chromosome_16	5344213	5379301	35089
VTP37513	g1	b1	chromosome_9	2995817	3040837	45021
VTP37514	g1	b1	chromosome_6	5319282	5358724	39443
VTP37515	g1	b1	chromosome_2	1820716	1853829	33114
VTP37516	g1	b1	chromosome_9	5168541	5206679	38139
VTP37517	b1	g1	chromosome_13	1488141	1521255	33115
VTP37519	g1	b1	chromosome_8	3361179	3401996	40818
VTP37522	b1	g1	chromosome_10	3074086	3117681	43596
VTP37528	g1	b1	chromosome_3	185347	219466	34120
VTP37534	g1	b1	chromosome_3	6647579	6673776	26198
VTP37535	b1	g1	chromosome_17	426548	466815	40268
VTP37539	b1	g1	chromosome_12	4673505	4689580	16076
VTP37541	b1	g1	chromosome_12	8071323	8111012	39690
VTP37543	g1	b1	chromosome_6	4442349	4601261	158913
VTP37545	b1	g1	chromosome_2	3889980	3930600	40621
VTP37546	g1	b1	chromosome_6	2326257	2370146	43890
VTP37548	b1	g1	chromosome_16	6054394	6098126	43733
VTP37550	g1	b1	chromosome_1	4507023	4546693	39671
VTP37551	g1	b1	chromosome_9	3172765	3205982	33218
VTP37552	b1	g1	chromosome_2	7482468	7516296	33829
VTP37553	b1	g1	chromosome_10	1976587	2008174	31588
VTP37554	g1	b1	chromosome_4	3303490	3339623	36134
VTP37555	b1	g1	scaffold_18	38384	84157	45774
VTP37556	b1	g1	chromosome_6	85031	122048	37018
VTP37557	b1	g1	chromosome_14	4150861	4152769	1909
VTP37563	b1	g1	chromosome_16	6892157	6926187	34031
VTP37568	g1	b1	chromosome_12	5894908	5928778	33871
VTP37569	g1	b1	chromosome_11	2367239	2378870	11632
VTP37577	g1	b1	chromosome_4	821438	845392	23955
VTP37580	g1	b1	chromosome_2	28837	60127	31291
VTP37581	g1	b1	chromosome_3	4067822	4099832	32011
VTP37583	g1	b1	chromosome_6	7266361	7306648	40288
VTP37586	g1	b1	chromosome_12	9014927	9049927	35001
VTP37589	b1	g1	chromosome_6	7328078	7363072	34995
VTP37592	g1	b1	chromosome_13	3099984	3135237	35254
VTP37593	b1	g1	chromosome_16	3873726	3909426	35701
VTP37594	g1	b1	chromosome_7	78642	119212	40571
VTP37595	b1	g1	chromosome_8	2230196	2266445	36250
VTP37598	b1	g1	chromosome_1	918184	951382	33199
VTP37602	b1	g1	chromosome_2	5750708	5783713	33006
VTP37603	g1	b1	chromosome_16	5443031	5455159	12129
VTP37608	g1	b1	chromosome_3	7342617	7374491	31875
VTP37610	b1	g1	chromosome_9	1631055	1667072	36018
VTP37611	b1	g1	chromosome_16	7241119	7281552	40434
VTP37612	b1	g1	chromosome_9	7404403	7437550	33148
VTP37615	g1	b1	chromosome_2	2934291	2969021	34731
VTP37620	b1	g1	chromosome_13	1816019	1861065	45047
VTP37623	b1	g1	chromosome_12	439382	465698	26317
VTP37626	g1	b1	chromosome_1	6669749	6711078	41330
VTP37630	b1	g1	chromosome_11	2287766	2367180	79415
VTP37631	b1	g1	chromosome_8	2253309	2289620	36312
VTP37717	g1	b1	chromosome_4	85690	119771	34082
VTP37726	g1	b1	chromosome_16	2324175	2353342	29168
VTP37813	g1	b1	chromosome_11	2371987	2372648	662
VTP37818	g1	b1	chromosome_6	2014758	2050514	35757
VTP37824	b1	g1	chromosome_17	3338354	3376506	38153
VTP37883	g1	b1	chromosome_12	1728044	1758919	30876
VTP37898	g1	b1	chromosome_6	5900855	5931790	30936
VTP37911	b1	g1	chromosome_14	1494782	1531949	37168
VTP37916	g1	b1	chromosome_10	469986	507895	37910
VTP37927	b1	g1	chromosome_3	8120039	8151030	30992
VTP37940	g1	b1	chromosome_1	4101473	4129557	28085
VTP37953	b1	g1	chromosome_3	4071008	4103358	32351
VTP37954	g1	b1	chromosome_8	1055366	1089784	34419
VTP37955	b1	g1	chromosome_6	4534780	4669243	134464
VTP37956	g1	b1	chromosome_2	6648577	6686081	37505
VTP37957	g1	b1	chromosome_12	5852383	5887643	35261
VTP37991	g1	b1	chromosome_12	6036845	6069041	32197
VTP37994	b1	g1	chromosome_6	7369755	7409432	39678
VTP38005	b1	g1	chromosome_7	5665828	5698672	32845
VTP38010	g1	b1	chromosome_17	4783074	4809830	26757
VTP38019	b1	g1	chromosome_12	2910076	2948501	38426
VTP38021	b1	g1	chromosome_10	1170213	1204422	34210
VTP38024	g1	b1	chromosome_5	1203881	1240494	36614
VTP38025	g1	b1	chromosome_3	6472964	6506313	33350
VTP38026	b1	g1	chromosome_1	4890116	4929244	39129
VTP38028	g1	b1	chromosome_2	1566861	5725089	4158229
VTP38030	b1	g1	chromosome_6	8610523	8648455	37933
VTP38031	b1	g1	chromosome_13	903598	938098	34501
VTP38034	b1	g1	chromosome_9	4437431	4470581	33151
VTP38035	g1	b1	chromosome_1	2316039	2346460	30422
VTP38038	b1	g1	chromosome_3	7255267	7293889	38623
VTP38040	b1	g1	chromosome_16	92638	131719	39082
VTP38041	b1	g1	chromosome_4	3109568	3147168	37601
VTP38044	g1	b1	chromosome_10	2385021	2419714	34694
VTP38046	g1	b1	chromosome_9	2769948	2805704	35757
VTP38048	g1	b1	chromosome_16	3852384	3887621	35238
VTP38049	g1	b1	chromosome_3	8094194	8127513	33320
VTP38050	b1	g1	chromosome_3	4720698	4752899	32202
VTP38052	g1	b1	chromosome_12	8841500	8880913	39414
VTP38055	g1	b1	chromosome_10	5714820	5752876	38057
VTP38056	b1	g1	chromosome_6	273067	307018	33952
VTP38059	b1	g1	chromosome_11	903984	942727	38744
VTP38061	g1	b1	chromosome_2	2636318	2671754	35437
VTP38062	g1	b1	chromosome_3	3375289	3407498	32210
VTP38063	b1	g1	chromosome_5	322985	361523	38539
VTP38064	b1	g1	chromosome_8	4102987	4136130	33144
VTP38065	g1	b1	chromosome_13	1936021	1970309	34289
VTP38068	g1	b1	chromosome_3	9078516	9111655	33140
VTP38071	g1	b1	chromosome_1	5552742	5588396	35655
VTP38072	g1	b1	chromosome_7	5458724	5495747	37024
VTP38075	g1	b1	chromosome_12	5192005	5225463	33459
VTP38076	b1	g1	chromosome_4	2594528	2628492	33965
VTP38077	b1	g1	chromosome_3	8399778	8400233	456
VTP38078	g1	b1	chromosome_12	3409571	3443893	34323
VTP38080	b1	g1	chromosome_13	1611748	1644866	33119
VTP38082	g1	b1	chromosome_15	168579	198534	29956
VTP38084	g1	b1	chromosome_6	3823964	3861994	38031
VTP38087	b1	g1	chromosome_9	1078702	1115767	37066
VTP38088	b1	g1	chromosome_11	2367408	2367831	424
VTP38092	b1	g1	chromosome_12	1160720	1201623	40904
VTP38093	b1	g1	chromosome_12	5320125	5360939	40815
VTP38094	g1	b1	chromosome_10	2319984	2350844	30861
VTP38095	g1	b1	chromosome_1	6922303	6962152	39850
VTP38096	b1	g1	chromosome_10	3533855	3579147	45293
VTP38097	g1	b1	chromosome_3	6558364	6589556	31193
VTP38099	g1	b1	chromosome_12	2714316	2740814	26499
VTP38101	b1	g1	chromosome_2	329	13117	12789
VTP38102	g1	b1	chromosome_6	5585341	5622497	37157
VTP38103	g1	b1	chromosome_11	1609523	1641852	32330
VTP38106	g1	b1	chromosome_8	2107706	2148245	40540
VTP38107	g1	b1	chromosome_9	2022669	2057151	34483
VTP38108	g1	b1	chromosome_1	4545757	4584443	38687
VTP38109	b1	g1	chromosome_9	1447486	1482578	35093
VTP38110	b1	g1	chromosome_7	2788099	2822475	34377
VTP38111	g1	b1	chromosome_3	251396	275550	24155
VTP38112	g1	b1	chromosome_11	2273486	2377960	104475
VTP38126	g1	b1	chromosome_16	5422137	5454362	32226
VTP38127	b1	g1	chromosome_2	6293667	6328144	34478
VTP38129	g1	b1	chromosome_8	1729067	1767959	38893
VTP38138	g1	b1	chromosome_5	1136335	1177429	41095
VTP38143	g1	b1	chromosome_6	1209323	1244244	34922
VTP38146	g1	b1	chromosome_10	581117	616132	35016
VTP38151	g1	b1	chromosome_16	6908198	6952024	43827
VTP38154	g1	b1	chromosome_14	354623	390057	35435
VTP38155	b1	g1	chromosome_3	3174424	3214073	39650
VTP38158	b1	g1	chromosome_12	5626780	5668211	41432
VTP38159	g1	b1	chromosome_2	824257	885820	61564
VTP38166	b1	g1	chromosome_13	886931	923193	36263
VTP38168	b1	g1	chromosome_9	6211332	6243998	32667
VTP38169	g1	b1	chromosome_1	2626917	2667928	41012
VTP38170	g1	b1	chromosome_1	7465083	7510471	45389
VTP38171	b1	g1	chromosome_9	3367918	3402675	34758
VTP38174	b1	g1	chromosome_1	4432382	4466736	34355
VTP38176	b1	g1	chromosome_11	776943	816243	39301
VTP38180	g1	b1	chromosome_1	5073010	5112424	39415
VTP38181	b1	g1	chromosome_9	22095	56889	34795
VTP38186	b1	g1	chromosome_4	3669305	3705116	35812
VTP38187	b1	g1	chromosome_11	2371987	2373345	1359
VTP38188	g1	b1	chromosome_1	4393194	4428389	35196
VTP38189	g1	b1	chromosome_12	8559713	8596887	37175
VTP38190	g1	b1	chromosome_9	3352111	3391995	39885
VTP38191	g1	b1	chromosome_6	3009524	3043767	34244
VTP38192	b1	g1	chromosome_7	262254	297973	35720
VTP38194	b1	g1	chromosome_15	894707	928315	33609
VTP38195	g1	b1	chromosome_9	6983371	7018353	34983
VTP38199	b1	g1	chromosome_6	5127970	5161838	33869
VTP38201	g1	b1	chromosome_6	5533216	5569493	36278
VTP38202	b1	g1	chromosome_9	3869982	3907402	37421
VTP38203	b1	g1	chromosome_7	899400	937119	37720
VTP38204	g1	b1	chromosome_17	3177228	3209137	31910
VTP38205	b1	g1	chromosome_3	1270760	1307525	36766
VTP38206	g1	b1	chromosome_3	8399156	8410282	11127
VTP38207	g1	b1	chromosome_12	8653808	8688703	34896
VTP38208	b1	g1	chromosome_1	7963668	7998015	34348
VTP38215	b1	g1	chromosome_7	1521697	1566850	45154
VTP38216	b1	g1	chromosome_12	5353663	5390563	36901
VTP38217	b1	g1	chromosome_12	6790801	6827710	36910
VTP38222	b1	g1	chromosome_6	4280684	4316803	36120
VTP38231	b1	g1	chromosome_9	3868062	3912627	44566
VTP38233	b1	g1	chromosome_12	8535145	8565067	29923
VTP38234	b1	g1	chromosome_3	8560115	8597201	37087
VTP38235	b1	g1	chromosome_8	1321863	1354988	33126
VTP38236	g1	b1	chromosome_16	2217222	2250724	33503
VTP38237	g1	b1	chromosome_9	3890154	3928086	37933
VTP38240	b1	g1	chromosome_5	1320951	1355877	34927
VTP38241	b1	g1	chromosome_1	7736309	7775289	38981
VTP38249	g1	b1	chromosome_12	8861703	8901378	39676
VTP38254	b1	g1	chromosome_11	2154688	2197513	42826
VTP38255	b1	g1	chromosome_6	2909321	2945017	35697
VTP38264	g1	b1	chromosome_2	8947801	8986422	38622
VTP38265	g1	b1	chromosome_6	1155162	1191549	36388
VTP38266	b1	g1	chromosome_6	8328103	8356712	28610
VTP38267	g1	b1	chromosome_13	3211087	3250430	39344
VTP38268	g1	b1	chromosome_2	772622	808920	36299
VTP38269	g1	b1	chromosome_2	6633095	6663956	30862
VTP38270	g1	b1	chromosome_16	645985	681785	35801
VTP38274	g1	b1	chromosome_14	2687969	2717014	29046
VTP38282	g1	b1	chromosome_10	100630	139022	38393
VTP38284	b1	g1	chromosome_5	2187248	2219059	31812
VTP38285	g1	b1	chromosome_3	6752339	6830762	78424
VTP38287	b1	g1	chromosome_1	2460388	2502143	41756
VTP38288	g1	b1	chromosome_6	1000739	4230250	3229512
VTP38289	b1	g1	chromosome_9	3387886	3422697	34812
VTP38290	g1	b1	chromosome_6	7538792	7578934	40143
VTP38291	g1	b1	chromosome_6	2683599	2718767	35169
VTP38294	g1	b1	chromosome_6	8454850	8494813	39964
VTP38295	b1	g1	chromosome_3	1882044	1924015	41972
VTP38296	b1	g1	chromosome_3	4894275	4926964	32690
VTP38301	g1	b1	chromosome_10	23352	56455	33104
VTP38305	b1	g1	chromosome_10	1249830	1284163	34334
VTP38307	g1	b1	chromosome_6	1352307	1392874	40568
VTP38310	b1	g1	chromosome_16	968337	1001343	33007
VTP38313	b1	g1	chromosome_3	4766347	4795270	28924
VTP38315	b1	g1	chromosome_12	2726975	2770002	43028
VTP38316	g1	b1	chromosome_10	695445	734065	38621
VTP38318	b1	g1	chromosome_9	2991209	3031898	40690
VTP38319	g1	b1	chromosome_9	4677877	4717431	39555
VTP38321	g1	b1	chromosome_17	1034207	1071970	37764
VTP38327	g1	b1	chromosome_10	700073	733810	33738
VTP38329	b1	g1	chromosome_16	4816376	4851685	35310
VTP38332	b1	g1	chromosome_3	4926875	4964410	37536
VTP38333	g1	b1	chromosome_6	6435430	6472921	37492
VTP38335	g1	b1	chromosome_11	1496268	1528098	31831
VTP38344	b1	g1	chromosome_8	3385936	3422032	36097
VTP38347	g1	b1	chromosome_12	7486264	7525658	39395
VTP38349	b1	g1	chromosome_1	7341539	7381868	40330
VTP38350	b1	g1	chromosome_17	3719081	3759873	40793
VTP38351	g1	b1	chromosome_4	2532656	2567935	35280
VTP38353	g1	b1	chromosome_4	3326910	3367226	40317
VTP38354	g1	b1	chromosome_9	7712260	7754008	41749
VTP38356	g1	b1	chromosome_11	1930978	1971512	40535
VTP38359	b1	g1	chromosome_13	5148824	5181952	33129
VTP38360	b1	g1	chromosome_5	3191769	3229509	37741
VTP38361	g1	b1	chromosome_14	1737041	1778969	41929
VTP38363	b1	g1	chromosome_5	3118226	3147571	29346
VTP38364	b1	g1	chromosome_9	1790713	1827925	37213
VTP38366	b1	g1	chromosome_9	3218334	3255918	37585
VTP38367	g1	b1	chromosome_2	91700	131082	39383
VTP38368	g1	b1	chromosome_17	5680329	5715486	35158
VTP38370	b1	g1	chromosome_7	916889	951417	34529
VTP38375	b1	g1	chromosome_10	582781	619813	37033
VTP38377	g1	b1	chromosome_16	2498692	2534935	36244
VTP38378	b1	g1	chromosome_14	2630632	2659770	29139
VTP38380	g1	b1	chromosome_17	1425023	1464601	39579
